Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
537,0.0,1.3732,-0.0096,False,False,False,-0.4494,4.7586,-0.2171,-1.2790,-0.1172,1.4892,0.0498,0.0143,0.0513,-0.0675,-0.0417,-0.0140,0.4960,0.1830,0.3888,1.0684,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0491,0.0222,0.0516,-0.0663,-0.0438,-0.0143,-1.6388,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
538,0.0,1.3709,-0.0192,False,False,False,-0.4484,4.7589,-0.2161,-1.2803,-0.1180,1.4889,0.0946,0.0332,0.0976,-0.1283,-0.0791,-0.0266,0.4760,0.1861,0.3868,1.0683,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0452,-0.0635,0.0694,-0.0306,-0.0015,0.0505,2.3264,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
539,0.0,1.3706,-0.0249,False,False,False,-0.4520,4.7619,-0.2157,-1.2771,-0.1164,1.4848,-0.1718,0.1487,0.0172,0.1562,0.0802,-0.1992,0.5678,0.1862,0.3862,1.0684,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0634,0.0546,0.0064,0.0576,0.0296,-0.0735,-1.8002,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
540,0.0,1.3665,-0.0437,False,False,False,-0.4541,4.7638,-0.2155,-1.2751,-0.1154,1.4822,-0.2180,0.1887,0.0219,0.1982,0.1018,-0.2527,0.5478,0.1932,0.3845,1.0682,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0651,0.0711,0.0534,-0.0060,0.0241,0.0503,-1.4835,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
541,0.0,1.3636,-0.0013,False,False,False,-0.4561,4.7677,-0.2147,-1.2728,-0.1139,1.4798,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4770,0.1966,0.3816,1.0681,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0489,0.0289,-0.0503,0.0442,-0.0791,0.0016,-0.1634,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
542,0.0,1.3635,-0.0123,False,False,False,-0.4566,4.7680,-0.2152,-1.2724,-0.1147,1.4798,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4472,0.1965,0.3814,1.0681,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0616,-0.0614,-0.0595,-0.0710,-0.0006,-0.0664,-2.7418,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
543,0.0,1.3652,-0.0087,False,False,False,-0.4543,4.7659,-0.2168,-1.2750,-0.1145,1.4778,0.0433,0.0012,0.0139,-0.0539,0.0154,-0.0084,0.3672,0.1919,0.3803,1.0683,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0445,-0.0045,0.0128,-0.0553,0.0154,-0.0096,-1.9684,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
544,0.0,1.3662,-0.0025,False,False,False,-0.4508,4.7657,-0.2157,-1.2793,-0.1133,1.4771,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3296,0.1891,0.3794,1.0685,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0402,-0.0427,0.0724,0.0474,-0.0242,0.0402,3.0513,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
545,0.0,1.3663,-0.0153,False,False,False,-0.4504,4.7657,-0.2146,-1.2795,-0.1129,1.4782,0.0012,0.0398,0.0354,-0.0738,0.0703,0.0678,0.3895,0.1895,0.3801,1.0685,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0016,0.0394,0.0361,-0.0733,0.0701,0.0682,-0.1591,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
546,0.0,1.3662,-0.0138,False,False,False,-0.4498,4.7671,-0.2128,-1.2824,-0.1101,1.4815,0.0576,-0.0610,0.0206,0.0523,-0.0449,0.0235,0.3627,0.1920,0.3816,1.0688,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0576,-0.0580,0.0216,0.0503,-0.0430,0.0254,-2.1838,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
547,0.0,1.3672,-0.0358,False,False,False,-0.4472,4.7644,-0.2118,-1.2800,-0.1121,1.4826,0.1561,-0.1621,0.0559,0.1416,-0.1217,0.0637,0.3227,0.1882,0.3805,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0188,-0.0733,-0.0468,-0.0324,-0.0732,0.0696,2.9452,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
548,0.0,1.3675,-0.0167,False,False,False,-0.4470,4.7634,-0.2123,-1.2804,-0.1129,1.4833,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3824,0.1884,0.3812,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0696,-0.0205,-0.0672,0.0620,-0.0052,0.0180,1.9210,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
549,0.0,1.3694,-0.0039,False,False,False,-0.4450,4.7628,-0.2142,-1.2786,-0.1130,1.4838,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4053,0.1868,0.3841,1.0685,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0375,-0.0384,0.0370,-0.0624,0.0575,0.0490,-1.0989,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
550,0.0,1.3704,-0.0156,False,False,False,-0.4430,4.7612,-0.2138,-1.2809,-0.1124,1.4865,0.0587,-0.0281,-0.0451,-0.0361,-0.0733,0.0849,0.3205,0.1840,0.3831,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0316,-0.0156,-0.0230,-0.0202,-0.0375,0.0456,-1.8684,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
551,0.0,1.3706,-0.0164,False,False,False,-0.4430,4.7612,-0.2138,-1.2809,-0.1124,1.4865,0.0587,-0.0281,-0.0451,-0.0361,-0.0733,0.0849,0.3205,0.1831,0.3828,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0228,0.0504,-0.0260,0.0701,-0.0768,-0.0087,-1.1722,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
552,0.0,1.3704,-0.0110,False,False,False,-0.4419,4.7611,-0.2149,-1.2813,-0.1149,1.4880,0.0499,-0.0193,-0.0166,-0.0566,-0.0689,0.0371,0.2641,0.1815,0.3810,1.0686,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0497,-0.0187,-0.0168,-0.0559,-0.0697,0.0370,-2.0816,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
553,0.0,1.3719,-0.0032,False,False,False,-0.4379,4.7594,-0.2162,-1.2859,-0.1205,1.4910,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.2449,0.1785,0.3813,1.0686,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0599,-0.0315,-0.0237,0.0028,-0.0733,0.0582,-0.1077,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
554,0.0,1.3719,-0.0129,False,False,False,-0.4385,4.7591,-0.2164,-1.2858,-0.1212,1.4916,-0.0616,-0.0292,-0.0231,0.0047,-0.0709,0.0570,0.2590,0.1789,0.3817,1.0686,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0558,0.0678,-0.0250,-0.0420,-0.0555,0.0543,-2.3826,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
555,0.0,1.3716,-0.0100,False,False,False,-0.4397,4.7591,-0.2173,-1.2855,-0.1230,1.4930,0.0533,-0.0101,-0.0169,0.0701,0.0089,-0.0205,0.2780,0.1799,0.3821,1.0685,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0527,-0.0091,-0.0171,0.0696,0.0083,-0.0200,1.4177,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
556,0.0,1.3730,-0.0167,False,False,False,-0.4380,4.7583,-0.2181,-1.2837,-0.1222,1.4923,0.0699,-0.0675,-0.0473,0.0383,0.0620,-0.0286,0.3369,0.1794,0.3848,1.0684,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0710,-0.0678,-0.0476,0.0397,0.0622,-0.0290,1.0828,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
557,0.0,1.3767,-0.0449,False,False,False,-0.4348,4.7543,-0.2203,-1.2820,-0.1193,1.4910,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3539,0.1749,0.3884,1.0683,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0128,0.0681,0.0644,-0.0690,0.0004,-0.0023,-3.0751,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
558,0.0,1.3733,-0.0110,False,False,False,-0.4354,4.7589,-0.2161,-1.2864,-0.1199,1.4916,0.0175,-0.0392,0.0489,-0.0476,-0.0450,0.0675,0.3331,0.1786,0.3844,1.0686,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0168,-0.0262,0.0520,-0.0509,-0.0450,0.0674,0.8779,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
559,0.0,1.3739,-0.0035,False,False,False,-0.4340,4.7562,-0.2121,-1.2902,-0.1235,1.4970,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4001,0.1794,0.3862,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0668,-0.0371,-0.0702,-0.0368,-0.0484,0.0069,0.9363,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
560,0.0,1.3742,-0.0196,False,False,False,-0.4338,4.7557,-0.2118,-1.2921,-0.1223,1.4960,-0.0280,-0.0142,0.0681,-0.1029,0.1090,-0.0710,0.3520,0.1797,0.3870,1.0687,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0141,-0.0081,0.0351,-0.0545,0.0569,-0.0373,-2.2854,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
561,0.0,1.3747,-0.0313,False,False,False,-0.4347,4.7552,-0.2096,-1.2955,-0.1188,1.4937,-0.0507,-0.0262,0.1233,-0.1863,0.1973,-0.1285,0.3120,0.1775,0.3856,1.0690,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0520,0.0417,-0.0797,-0.0726,-0.0421,0.0160,1.5735,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
562,0.0,1.3749,-0.0163,False,False,False,-0.4352,4.7556,-0.2104,-1.2962,-0.1192,1.4938,-0.0515,0.0420,-0.0809,-0.0707,-0.0441,0.0173,0.3520,0.1780,0.3862,1.0692,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0259,0.0287,-0.0057,0.0077,0.0631,-0.0142,-3.1047,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
563,0.0,1.3750,-0.0023,False,False,False,-0.4352,4.7556,-0.2104,-1.2962,-0.1192,1.4938,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3558,0.1780,0.3863,1.0692,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0712,0.0353,-0.0491,-0.0462,-0.0489,-0.0276,2.4847,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
564,0.0,1.3739,-0.0339,False,False,False,-0.4338,4.7596,-0.2132,-1.2940,-0.1201,1.4969,0.0996,0.1760,-0.1084,0.1260,-0.0220,0.1600,0.4552,0.1815,0.3879,1.0690,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0360,0.0652,-0.0405,0.0460,-0.0086,0.0588,2.4833,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
565,0.0,1.3730,-0.0174,False,False,False,-0.4332,4.7616,-0.2141,-1.2917,-0.1197,1.4985,-0.0658,-0.0480,0.0407,0.0768,0.0754,-0.0432,0.4391,0.1824,0.3870,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0646,-0.0431,0.0394,0.0784,0.0751,-0.0412,-2.6660,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
566,0.0,1.3731,-0.0475,False,False,False,-0.4363,4.7595,-0.2123,-1.2881,-0.1162,1.4965,-0.1784,-0.1249,0.1104,0.2081,0.2043,-0.1171,0.3991,0.1815,0.3864,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0146,0.0688,0.0150,-0.0299,0.0486,0.0214,-1.4565,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
567,0.0,1.3725,-0.0424,False,False,False,-0.4387,4.7617,-0.2153,-1.2854,-0.1119,1.4937,-0.1165,0.1099,-0.1472,0.1299,0.2091,-0.1325,0.3479,0.1812,0.3848,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0430,0.0406,-0.0543,0.0479,0.0771,-0.0489,-0.8996,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
568,0.0,1.3719,-0.0138,False,False,False,-0.4406,4.7631,-0.2166,-1.2846,-0.1098,1.4913,-0.0436,-0.0136,0.0610,-0.0768,-0.0627,-0.0746,0.3222,0.1816,0.3837,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0450,-0.0114,0.0592,-0.0751,-0.0600,-0.0763,-1.2644,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
569,0.0,1.3714,-0.0032,False,False,False,-0.4414,4.7628,-0.2154,-1.2860,-0.1110,1.4899,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3250,0.1825,0.3834,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0360,0.0302,0.0135,-0.0440,-0.0580,0.0516,0.1955,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
570,0.0,1.3679,-0.0287,False,False,False,-0.4437,4.7667,-0.2123,-1.2868,-0.1127,1.4933,-0.0912,0.1810,0.1452,-0.0155,-0.0516,0.1396,0.4149,0.1897,0.3831,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0340,0.0666,0.0537,-0.0061,-0.0196,0.0520,3.0355,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
571,0.0,1.3650,-0.0049,False,False,False,-0.4440,4.7707,-0.2099,-1.2870,-0.1135,1.4952,0.0780,0.0409,0.0489,-0.0012,-0.0168,0.0148,0.4346,0.1944,0.3814,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0769,0.0575,0.0508,-0.0014,-0.0175,0.0165,0.2233,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
572,0.0,1.3643,-0.0025,False,False,False,-0.4426,4.7718,-0.2090,-1.2870,-0.1138,1.4955,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4298,0.1954,0.3808,1.0689,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0746,0.0330,-0.0787,-0.0630,0.0771,-0.0379,-0.0609,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
573,0.0,1.3648,-0.0414,False,False,False,-0.4393,4.7709,-0.2058,-1.2901,-0.1093,1.4964,0.1952,-0.0576,0.1912,-0.1197,0.1820,0.0622,0.4830,0.1953,0.3817,1.0690,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0713,-0.0209,0.0698,-0.0448,0.0679,0.0226,1.5048,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
574,0.0,1.3669,-0.0173,False,False,False,-0.4369,4.7708,-0.2033,-1.2923,-0.1066,1.4979,-0.0063,0.0737,0.0072,-0.0690,0.0339,0.0743,0.4539,0.1930,0.3830,1.0695,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0038,0.0730,0.0096,-0.0705,0.0362,0.0751,-3.0856,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
575,0.0,1.3660,-0.0019,False,False,False,-0.4370,4.7724,-0.2032,-1.2936,-0.1060,1.4994,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4139,0.1936,0.3816,1.0695,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0768,0.0027,-0.0637,-0.0486,0.0144,-0.0744,-3.1200,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
576,0.0,1.3659,-0.0181,False,False,False,-0.4362,4.7719,-0.2029,-1.2959,-0.1068,1.4991,0.1003,-0.0314,0.0629,-0.1207,-0.0640,0.0327,0.3339,0.1932,0.3811,1.0696,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,0.0520,-0.0165,0.0325,-0.0640,-0.0335,0.0164,-2.0426,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
577,0.0,1.3660,-0.0237,False,False,False,-0.4366,4.7698,-0.2025,-1.2957,-0.1071,1.4983,-0.1197,-0.1104,-0.0320,0.1267,0.0419,-0.0846,0.2545,0.1917,0.3796,1.0697,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0615,-0.0585,-0.0160,0.0650,0.0211,-0.0440,-2.8852,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
578,0.0,1.3664,-0.0023,False,False,False,-0.4383,4.7680,-0.2029,-1.2939,-0.1065,1.4971,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.2545,0.1887,0.3775,1.0697,0.8020,-0.2600,0.0283,0.8020,-0.2600,0.2483,False,-0.0389,-0.0235,0.0121,0.0162,0.0155,0.0017,0.3619,grasp,0.8020,-0.2600,0.0283,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
579,0.0,0.2014,-0.0031,False,False,False,-3.0816,3.7645,-0.7473,4.8364,1.5922,-4.7980,-0.0292,0.0147,-0.0009,0.0020,-0.0072,0.0167,0.0001,0.8401,-0.0772,0.0854,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0212,0.0406,-0.0429,0.0262,0.0664,-0.0225,1.0152,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
580,0.0,0.1986,-0.0205,False,False,False,-3.0832,3.7649,-0.7490,4.8360,1.5938,-4.7964,-0.1003,0.0282,-0.1089,-0.0284,0.1046,0.1038,0.0801,0.8393,-0.0779,0.0799,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0527,0.0149,-0.0573,-0.0149,0.0550,0.0546,0.2719,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
581,0.0,0.1972,-0.0099,False,False,False,-3.0853,3.7654,-0.7498,4.8349,1.5953,-4.7950,-0.0583,0.0147,0.0713,-0.0665,-0.0039,-0.0134,0.1225,0.8386,-0.0787,0.0783,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0617,0.0151,0.0698,-0.0670,-0.0024,-0.0119,-1.4270,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
582,0.0,0.1963,-0.0123,False,False,False,-3.0853,3.7654,-0.7498,4.8349,1.5953,-4.7950,-0.0583,0.0147,0.0713,-0.0665,-0.0039,-0.0134,0.1225,0.8385,-0.0793,0.0775,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0122,-0.0163,-0.0689,-0.0671,0.0568,-0.0235,1.1596,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
583,0.0,0.1951,-0.0134,False,False,False,-3.0867,3.7656,-0.7492,4.8330,1.5958,-4.7955,-0.0100,-0.0169,-0.0703,-0.0659,0.0568,-0.0233,0.1721,0.8386,-0.0803,0.0767,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0110,0.0405,0.0286,-0.0216,-0.0413,-0.0589,1.3281,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
584,0.0,0.1941,-0.0104,False,False,False,-3.0860,3.7653,-0.7497,4.8334,1.5962,-4.7952,0.0729,-0.0262,-0.0572,0.0372,0.0443,0.0350,0.2141,0.8381,-0.0802,0.0735,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0729,-0.0262,-0.0572,0.0372,0.0443,0.0350,-0.7236,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
585,0.0,0.1944,-0.0020,False,False,False,-3.0844,3.7646,-0.7508,4.8341,1.5971,-4.7945,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.2041,0.8380,-0.0795,0.0726,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0549,0.0737,-0.0659,0.0385,-0.0672,-0.0101,-3.0320,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
586,0.0,0.1946,-0.0297,False,False,False,-3.0860,3.7668,-0.7527,4.8352,1.5951,-4.7948,-0.1088,0.1427,-0.1231,0.0717,-0.1293,-0.0205,0.1680,0.8377,-0.0800,0.0748,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0382,-0.0385,-0.0507,-0.0664,0.0215,-0.0260,2.7964,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
587,0.0,0.1939,-0.0027,False,False,False,-3.0862,3.7668,-0.7527,4.8352,1.5951,-4.7948,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.2080,0.8377,-0.0800,0.0729,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0246,0.0627,-0.0657,0.0568,-0.0497,-0.0007,2.4380,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
588,0.0,0.1939,-0.0143,False,False,False,-3.0859,3.7674,-0.7534,4.8357,1.5946,-4.7948,0.0248,0.0627,-0.0657,0.0568,-0.0497,-0.0007,0.2280,0.8377,-0.0800,0.0729,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0051,0.0485,-0.0542,-0.0158,-0.0453,-0.0176,-1.5286,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
589,0.0,0.1939,-0.0134,False,False,False,-3.0866,3.7673,-0.7540,4.8361,1.5953,-4.7949,-0.0742,-0.0063,-0.0620,0.0369,0.0724,-0.0111,0.1879,0.8375,-0.0804,0.0738,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0742,-0.0063,-0.0620,0.0369,0.0724,-0.0111,-2.9269,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
590,0.0,0.1939,-0.0235,False,False,False,-3.0878,3.7650,-0.7540,4.8364,1.5979,-4.7935,0.0287,-0.1434,0.0750,-0.0277,0.0819,0.1087,0.2289,0.8375,-0.0804,0.0738,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0129,-0.0757,0.0383,-0.0139,0.0445,0.0570,-0.1064,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
591,0.0,0.1925,-0.0217,False,False,False,-3.0874,3.7630,-0.7529,4.8360,1.5991,-4.7919,0.0401,-0.2046,0.1070,-0.0395,0.1168,0.1551,0.2446,0.8372,-0.0805,0.0699,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0759,0.0469,-0.0621,-0.0740,-0.0253,-0.0448,-2.7655,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
592,0.0,0.1927,-0.0041,False,False,False,-3.0873,3.7625,-0.7529,4.8360,1.5991,-4.7919,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.2249,0.8373,-0.0798,0.0685,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0671,0.0770,0.0406,0.0647,-0.0359,-0.0002,2.9190,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
593,0.0,0.1933,-0.0158,False,False,False,-3.0866,3.7635,-0.7539,4.8353,1.5996,-4.7932,-0.0003,0.0553,-0.0315,0.0025,0.0795,-0.0769,0.2472,0.8370,-0.0794,0.0693,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0007,0.0558,-0.0321,0.0017,0.0793,-0.0774,1.5712,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
594,0.0,0.1935,-0.0268,False,False,False,-3.0866,3.7646,-0.7545,4.8353,1.6011,-4.7946,-0.0002,0.1053,-0.0598,0.0047,0.1511,-0.1461,0.2672,0.8368,-0.0786,0.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0586,-0.0151,-0.0276,0.0678,0.0726,-0.0409,-1.9766,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
